Compound,Channel,Experiment,Dose,Response
mexiletine,hERG,10,1,-56.22
mexiletine,hERG,10,1,0.08
mexiletine,hERG,10,1,-1.5
mexiletine,hERG,10,1,6.59
mexiletine,hERG,10,1,16.98
mexiletine,hERG,10,1,9.4
mexiletine,hERG,10,1,14.71
mexiletine,hERG,10,1,38.88
mexiletine,hERG,10,1,-20.55
mexiletine,hERG,10,1,6.54
mexiletine,hERG,10,1,4.62
mexiletine,hERG,10,1,10.25
mexiletine,hERG,10,1,11.28
mexiletine,hERG,10,10,36.92
mexiletine,hERG,10,10,13.62
mexiletine,hERG,10,10,30.96
mexiletine,hERG,10,10,46.53
mexiletine,hERG,10,10,9.09
mexiletine,hERG,10,10,24.5
mexiletine,hERG,10,10,20.08
mexiletine,hERG,10,10,21.72
mexiletine,hERG,10,10,19.85
mexiletine,hERG,10,10,43.83
mexiletine,hERG,10,10,51.55
mexiletine,hERG,10,10,27.28
mexiletine,hERG,10,10,21.85
mexiletine,hERG,10,10,49.6
mexiletine,hERG,10,10,27.51
mexiletine,hERG,10,30,30.72
mexiletine,hERG,10,30,39.69
mexiletine,hERG,10,30,39.85
mexiletine,hERG,10,30,49.34
mexiletine,hERG,10,30,43.33
mexiletine,hERG,10,30,66.47
mexiletine,hERG,10,30,61.28
mexiletine,hERG,10,30,49.02
mexiletine,hERG,10,30,48.05
mexiletine,hERG,10,30,47.12
mexiletine,hERG,10,30,53.17
mexiletine,hERG,10,30,50.45
mexiletine,hERG,10,30,39.62
mexiletine,hERG,10,100,69.39
mexiletine,hERG,10,100,72.98
mexiletine,hERG,10,100,64.66
mexiletine,hERG,10,100,76.74
mexiletine,hERG,10,100,72.83
mexiletine,hERG,10,100,70.43
mexiletine,hERG,10,100,70.13
mexiletine,hERG,10,100,74.94
mexiletine,hERG,10,100,71.07
mexiletine,hERG,10,100,74.51
mexiletine,hERG,10,100,76.68
mexiletine,hERG,10,100,72.75
mexiletine,hERG,10,100,80.74
mexiletine,hERG,10,100,78.1
mexiletine,hERG,10,100,67.59
mexiletine,hERG,10,1,1.35
mexiletine,hERG,10,1,25.42
mexiletine,hERG,10,1,35.44
mexiletine,hERG,10,1,48.13
mexiletine,hERG,10,1,35.44
mexiletine,hERG,10,1,48.21
mexiletine,hERG,10,1,18.56
mexiletine,hERG,10,1,17.09
mexiletine,hERG,10,1,-4.83
mexiletine,hERG,10,1,14.03
mexiletine,hERG,10,1,-21.31
mexiletine,hERG,10,1,43.79
mexiletine,hERG,10,1,17.87
mexiletine,hERG,10,1,-12.21
mexiletine,hERG,10,10,18.17
mexiletine,hERG,10,10,37.52
mexiletine,hERG,10,10,47.59
mexiletine,hERG,10,10,20.39
mexiletine,hERG,10,10,51.17
mexiletine,hERG,10,10,41.83
mexiletine,hERG,10,10,52.9
mexiletine,hERG,10,10,50.8
mexiletine,hERG,10,10,39.79
mexiletine,hERG,10,10,39.67
mexiletine,hERG,10,10,47.07
mexiletine,hERG,10,30,72.27
mexiletine,hERG,10,30,75.91
mexiletine,hERG,10,30,81.1
mexiletine,hERG,10,30,61.29
mexiletine,hERG,10,30,55.55
mexiletine,hERG,10,30,50.83
mexiletine,hERG,10,30,56.05
mexiletine,hERG,10,30,54.81
mexiletine,hERG,10,30,52.73
mexiletine,hERG,10,30,55.29
mexiletine,hERG,10,100,77.49
mexiletine,hERG,10,100,75.58
mexiletine,hERG,10,100,78.24
mexiletine,hERG,10,100,75.64
mexiletine,hERG,10,100,74.27
mexiletine,hERG,10,100,74.98
mexiletine,hERG,10,100,86.09
mexiletine,hERG,10,100,83.76
mexiletine,hERG,10,100,80.4
mexiletine,hERG,10,100,64.03
mexiletine,hERG,11,1,4.662127213
mexiletine,hERG,11,1,4.917126996
mexiletine,hERG,11,1,4.655274413
mexiletine,hERG,11,1,1.36986186
mexiletine,hERG,11,10,15.24358301
mexiletine,hERG,11,10,19.47513869
mexiletine,hERG,11,10,15.02651787
mexiletine,hERG,11,10,11.40490534
mexiletine,hERG,11,30,33.44683143
mexiletine,hERG,11,30,37.92817765
mexiletine,hERG,11,30,32.38067232
mexiletine,hERG,11,30,26.05925447
mexiletine,hERG,11,100,59.11472035
mexiletine,hERG,11,100,36.16022088
mexiletine,hERG,11,100,62.25692375
mexiletine,hERG,11,100,52.88308364
mexiletine,hERG,12,1,-3.067241379
mexiletine,hERG,12,1,-1.025172414
mexiletine,hERG,12,1,0.444022989
mexiletine,hERG,12,10,12.57114943
mexiletine,hERG,12,10,11.95977011
mexiletine,hERG,12,10,22.76471264
mexiletine,hERG,12,10,12.53528736
mexiletine,hERG,12,10,30.57264368
mexiletine,hERG,12,10,12.74114943
mexiletine,hERG,12,10,18.16551724
mexiletine,hERG,12,10,10.3837931
mexiletine,hERG,12,30,37.01091954
mexiletine,hERG,12,30,45.93977011
mexiletine,hERG,12,30,26.84712644
mexiletine,hERG,12,30,36.33126437
mexiletine,hERG,12,30,32.21022989
mexiletine,hERG,12,30,32.78264368
mexiletine,hERG,12,30,47.95816092
mexiletine,hERG,12,100,74.59321839
mexiletine,hERG,12,100,66.38
mexiletine,hERG,12,100,59.16252874
mexiletine,hERG,12,100,68.17275862
mexiletine,hERG,12,100,69.89103448
mexiletine,hERG,12,100,73.13896552
mexiletine,hERG,12,100,81.62701149
mexiletine,hERG,13,1,4.1
mexiletine,hERG,13,10,15.9
mexiletine,hERG,13,30,34.9
mexiletine,hERG,13,100,61
mexiletine,hERG,13,1,6.4
mexiletine,hERG,13,10,19.4
mexiletine,hERG,13,30,38.5
mexiletine,hERG,13,100,64
mexiletine,hERG,13,1,7.1
mexiletine,hERG,13,10,20.9
mexiletine,hERG,13,30,40.9
mexiletine,hERG,13,100,64.7
mexiletine,hERG,13,1,6
mexiletine,hERG,13,10,12.9
mexiletine,hERG,13,30,44.4
mexiletine,hERG,13,100,59.7
mexiletine,hERG,13,1,0.4
mexiletine,hERG,13,10,5.5
mexiletine,hERG,13,30,34.6
mexiletine,hERG,13,100,45.7
mexiletine,hERG,13,1,1.2
mexiletine,hERG,13,10,12.1
mexiletine,hERG,13,30,41.5
mexiletine,hERG,13,100,55.1
nifedipine,hERG,1,0.0077,14.99085923
nifedipine,hERG,1,0.0077,14.28571429
nifedipine,hERG,1,0.0077,11.89655172
nifedipine,hERG,1,0.077,17.36745887
nifedipine,hERG,1,0.077,21.33204633
nifedipine,hERG,1,0.077,20
nifedipine,hERG,1,7.7,28.88482633
nifedipine,hERG,1,7.7,42.18146718
nifedipine,hERG,1,7.7,36.89655172
nifedipine,hERG,1,51.1,48.62888483
nifedipine,hERG,1,51.1,60.42471042
nifedipine,hERG,1,51.1,41.37931034
nifedipine,hERG,2,0.0077,3.154362
nifedipine,hERG,2,0.077,-0.06711
nifedipine,hERG,2,7.7,4.765101
nifedipine,hERG,2,51.1,24.697987
nifedipine,hERG,2,0.0077,3.48186
nifedipine,hERG,2,0.077,0.852204
nifedipine,hERG,2,7.7,4.626248
nifedipine,hERG,2,51.1,27.781836
nifedipine,hERG,3,0.077,2.503
nifedipine,hERG,3,0.0077,13.908
nifedipine,hERG,3,0.0077,7.178
nifedipine,hERG,3,0.0077,9.225
nifedipine,hERG,3,0.0077,7.745
nifedipine,hERG,3,0.077,11.375
nifedipine,hERG,3,51.1,63.194
nifedipine,hERG,3,7.7,18.088
nifedipine,hERG,3,0.077,11.476
nifedipine,hERG,3,7.7,20.274
nifedipine,hERG,3,7.7,19.149
nifedipine,hERG,3,0.077,13.534
nifedipine,hERG,3,51.1,62.192
nifedipine,hERG,3,7.7,15.225
nifedipine,hERG,3,51.1,66.697
nifedipine,hERG,3,51.1,71.006
nifedipine,hERG,4,0.0077,1.326781
nifedipine,hERG,4,0.077,2.260442
nifedipine,hERG,4,7.7,9.336609
nifedipine,hERG,4,51.1,42.60442
nifedipine,hERG,4,0.0077,2.379334
nifedipine,hERG,4,0.077,2.923182
nifedipine,hERG,4,7.7,9.653297
nifedipine,hERG,4,51.1,40.24473
nifedipine,hERG,4,0.0077,11.0917
nifedipine,hERG,4,0.077,17.70015
nifedipine,hERG,4,7.7,24.5706
nifedipine,hERG,4,51.1,49.46143
nifedipine,hERG,4,0.0077,-0.46512
nifedipine,hERG,4,0.077,11.31783
nifedipine,hERG,4,7.7,14.26357
nifedipine,hERG,4,51.1,36.58915
nifedipine,hERG,4,0.0077,12.1197
nifedipine,hERG,4,0.077,5.885287
nifedipine,hERG,4,7.7,13.06733
nifedipine,hERG,4,51.1,33.21696
nifedipine,hERG,4,0.0077,0.667904
nifedipine,hERG,4,0.077,-0.92764
nifedipine,hERG,4,7.7,17.69944
nifedipine,hERG,4,51.1,48.64564
nifedipine,hERG,4,0.0077,-3.92157
nifedipine,hERG,4,0.077,-6.06061
nifedipine,hERG,4,7.7,13.19073
nifedipine,hERG,4,51.1,53.65419
nifedipine,hERG,4,0.0077,7.908612
nifedipine,hERG,4,0.077,15.46573
nifedipine,hERG,4,7.7,29.34974
nifedipine,hERG,4,51.1,66.25659
nifedipine,hERG,4,0.0077,1.119664
nifedipine,hERG,4,0.077,4.19874
nifedipine,hERG,4,7.7,16.93492
nifedipine,hERG,4,51.1,60.88174
nifedipine,hERG,5,0.0077161,4.295154185
nifedipine,hERG,5,0.0077161,-5.970149254
nifedipine,hERG,5,0.0077161,-3.739982191
nifedipine,hERG,5,0.0077161,0.95377843
nifedipine,hERG,5,0.0077161,-1.684532925
nifedipine,hERG,5,0.0077161,-3.413120567
nifedipine,hERG,5,0.0769055,-0.306278714
nifedipine,hERG,5,0.0769055,4.625550661
nifedipine,hERG,5,0.0769055,-9.253731343
nifedipine,hERG,5,0.0769055,-4.986642921
nifedipine,hERG,5,0.0769055,-0.586940572
nifedipine,hERG,5,0.0769055,-6.117021277
nifedipine,hERG,5,7.69055,5.796038151
nifedipine,hERG,5,7.69055,5.819295559
nifedipine,hERG,5,7.69055,11.12334802
nifedipine,hERG,5,7.69055,-5.273631841
nifedipine,hERG,5,7.69055,-3.472840606
nifedipine,hERG,5,7.69055,-5.407801418
nifedipine,hERG,5,51.1,20.83704363
nifedipine,hERG,5,51.1,38.51797506
nifedipine,hERG,5,51.1,33.84379786
nifedipine,hERG,5,51.1,42.73127753
nifedipine,hERG,5,51.1,32.33830846
nifedipine,hERG,5,51.1,19.59219858
nifedipine,hERG,6,51.1,14.44
nifedipine,hERG,6,0.0077,1.17
nifedipine,hERG,6,0.0077,-6.46
nifedipine,hERG,6,0.077,5.79
nifedipine,hERG,6,0.077,0.85
nifedipine,hERG,6,0.077,8.08
nifedipine,hERG,6,7.7,7.93
nifedipine,hERG,6,7.7,26.68
nifedipine,hERG,6,7.7,14.28
nifedipine,hERG,6,51.1,10.08
nifedipine,hERG,6,0.0077,2.84
nifedipine,hERG,6,51.1,3.49
nifedipine,hERG,7,0.0077,3.4394
nifedipine,hERG,7,0.0077,-2.3422
nifedipine,hERG,7,0.0077,2.4624
nifedipine,hERG,7,0.0077,1.7297
nifedipine,hERG,7,0.0077,1.667
nifedipine,hERG,7,0.0077,0.26852
nifedipine,hERG,7,0.0077,-0.34958
nifedipine,hERG,7,0.0077,-0.69685
nifedipine,hERG,7,0.0077,1.0994
nifedipine,hERG,7,0.0077,-5.2514
nifedipine,hERG,7,0.0077,-1.3595
nifedipine,hERG,7,0.0077,1.0675
nifedipine,hERG,7,0.077,7.2828
nifedipine,hERG,7,0.077,0.49807
nifedipine,hERG,7,0.077,4.1231
nifedipine,hERG,7,0.077,2.0426
nifedipine,hERG,7,0.077,1.4272
nifedipine,hERG,7,0.077,-0.049531
nifedipine,hERG,7,0.077,4.803
nifedipine,hERG,7,0.077,3.8081
nifedipine,hERG,7,0.077,4.9745
nifedipine,hERG,7,0.077,-3.7776
nifedipine,hERG,7,0.077,2.9258
nifedipine,hERG,7,0.077,7.2594
nifedipine,hERG,7,0.077,4.6924
nifedipine,hERG,7,0.077,4.4778
nifedipine,hERG,7,0.077,12.245
nifedipine,hERG,7,7.7,38.731
nifedipine,hERG,7,7.7,18.201
nifedipine,hERG,7,7.7,22.569
nifedipine,hERG,7,7.7,9.0038
nifedipine,hERG,7,7.7,9.3904
nifedipine,hERG,7,7.7,10.274
nifedipine,hERG,7,7.7,1.3976
nifedipine,hERG,7,7.7,19.492
nifedipine,hERG,7,7.7,14.791
nifedipine,hERG,7,7.7,0.6514
nifedipine,hERG,7,7.7,13.253
nifedipine,hERG,7,7.7,11.897
nifedipine,hERG,7,7.7,18.409
nifedipine,hERG,7,7.7,13.706
nifedipine,hERG,7,7.7,20.921
nifedipine,hERG,7,7.7,20.483
nifedipine,hERG,7,51.1,86.454
nifedipine,hERG,7,51.1,76.732
nifedipine,hERG,7,51.1,83.412
nifedipine,hERG,7,51.1,47.417
nifedipine,hERG,7,51.1,48.153
nifedipine,hERG,7,51.1,44.397
nifedipine,hERG,7,51.1,44.233
nifedipine,hERG,7,51.1,64.829
nifedipine,hERG,7,51.1,56.991
nifedipine,hERG,7,51.1,35.635
nifedipine,hERG,7,51.1,50.222
nifedipine,hERG,7,51.1,52.466
nifedipine,hERG,7,51.1,62.577
nifedipine,hERG,7,51.1,48.758
nifedipine,hERG,7,51.1,64.902
nifedipine,hERG,7,51.1,48.519
nifedipine,hERG,8,51.1,98.06
nifedipine,hERG,8,51.1,88.13
nifedipine,hERG,8,51.1,54.07
nifedipine,hERG,8,7.7,57.54
nifedipine,hERG,8,7.7,18.54
nifedipine,hERG,8,7.7,5.19
nifedipine,hERG,8,7.7,6.24
nifedipine,hERG,8,0.077,5.58
nifedipine,hERG,8,0.077,13.24
nifedipine,hERG,8,0.077,10.71
nifedipine,hERG,8,0.077,0.18
nifedipine,hERG,8,0.077,5.05
nifedipine,hERG,8,0.077,6.03
nifedipine,hERG,8,0.00777,28.87
nifedipine,hERG,8,0.00777,31.99
nifedipine,hERG,8,0.00777,0.57
nifedipine,hERG,8,0.00777,5.19
nifedipine,hERG,8,0.00777,21.67
nifedipine,hERG,8,0.00777,13.58
nifedipine,hERG,9,0.007699084,21.5
nifedipine,hERG,9,0.007699084,21.9
nifedipine,hERG,9,0.007699084,23.1
nifedipine,hERG,9,0.0077161,48.3
nifedipine,hERG,9,0.0077161,52.6
nifedipine,hERG,9,0.076990684,4.33
nifedipine,hERG,9,0.076990684,22.5
nifedipine,hERG,9,7.699066684,8.48
nifedipine,hERG,9,7.699066684,10.1
nifedipine,hERG,9,7.699066684,18.3
nifedipine,hERG,9,7.699066684,22.5
nifedipine,hERG,9,51.1,17.7
nifedipine,hERG,9,51.1,22.1
nitrendipine,hERG,1,0.00302,13.48314607
nitrendipine,hERG,1,0.00302,6.451612903
nitrendipine,hERG,1,0.00302,23.32268371
nitrendipine,hERG,1,0.0302,27.76886035
nitrendipine,hERG,1,0.0302,12.25806452
nitrendipine,hERG,1,0.0302,35.46325879
nitrendipine,hERG,1,3.02,33.38683788
nitrendipine,hERG,1,3.02,36.12903226
nitrendipine,hERG,1,3.02,65.81469649
nitrendipine,hERG,1,30.2,71.74959872
nitrendipine,hERG,1,30.2,80.64516129
nitrendipine,hERG,1,30.2,89.13738019
nitrendipine,hERG,2,0.00302,0.908174
nitrendipine,hERG,2,0.0302,5.495512
nitrendipine,hERG,2,3.02,0.336276
nitrendipine,hERG,2,30.2,58.014995
nitrendipine,hERG,2,0.00302,7.146439
nitrendipine,hERG,2,0.0302,3.907816
nitrendipine,hERG,2,3.02,21.281351
nitrendipine,hERG,2,30.2,49.045521
nitrendipine,hERG,2,0.00302,-7.23724
nitrendipine,hERG,2,0.0302,16.03235
nitrendipine,hERG,2,3.02,23.604061
nitrendipine,hERG,2,30.2,36.172081
nitrendipine,hERG,3,30.2,80.833
nitrendipine,hERG,3,0.00302,6.074
nitrendipine,hERG,3,0.00302,2.571
nitrendipine,hERG,3,30.2,72.979
nitrendipine,hERG,3,30.2,84.793
nitrendipine,hERG,3,0.0302,5.512
nitrendipine,hERG,3,0.0302,-2.263
nitrendipine,hERG,3,0.00302,-3.423
nitrendipine,hERG,3,3.02,17.515
nitrendipine,hERG,3,0.00302,4.5
nitrendipine,hERG,3,3.02,19.881
nitrendipine,hERG,3,3.02,17.335
nitrendipine,hERG,3,0.0302,18.154
nitrendipine,hERG,3,0.0302,20.475
nitrendipine,hERG,3,30.2,84.83
nitrendipine,hERG,3,3.02,2.054
nitrendipine,hERG,4,0.00302,1.407172
nitrendipine,hERG,4,0.0302,12.66455
nitrendipine,hERG,4,3.02,11.03041
nitrendipine,hERG,4,30.2,48.84249
nitrendipine,hERG,4,0.00302,9.515697
nitrendipine,hERG,4,0.0302,15.18618
nitrendipine,hERG,4,3.02,21.83013
nitrendipine,hERG,4,30.2,64.41957
nitrendipine,hERG,4,0.00302,12.89603
nitrendipine,hERG,4,0.0302,15.08255
nitrendipine,hERG,4,3.02,22.08835
nitrendipine,hERG,4,30.2,65.28336
nitrendipine,hERG,4,0.00302,1.071976
nitrendipine,hERG,4,0.0302,0.918836
nitrendipine,hERG,4,3.02,9.800919
nitrendipine,hERG,4,30.2,63.09342
nitrendipine,hERG,4,0.00302,9.21659
nitrendipine,hERG,4,0.0302,26.91244
nitrendipine,hERG,4,3.02,34.93088
nitrendipine,hERG,4,30.2,71.42857
nitrendipine,hERG,4,0.00302,0.897959
nitrendipine,hERG,4,0.0302,6.693877
nitrendipine,hERG,4,3.02,21.06122
nitrendipine,hERG,4,30.2,66.44898
nitrendipine,hERG,4,0.00302,9.69697
nitrendipine,hERG,4,0.0302,16.36364
nitrendipine,hERG,4,3.02,22.12121
nitrendipine,hERG,4,30.2,64.44445
nitrendipine,hERG,4,0.00302,-6.12813
nitrendipine,hERG,4,0.0302,-5.08357
nitrendipine,hERG,4,3.02,11.42061
nitrendipine,hERG,4,30.2,63.57939
nitrendipine,hERG,4,0.00302,5.929003
nitrendipine,hERG,4,0.0302,11.78248
nitrendipine,hERG,4,3.02,27.71903
nitrendipine,hERG,4,30.2,82.43958
nitrendipine,hERG,4,0.00302,18.86792
nitrendipine,hERG,4,0.0302,26.41509
nitrendipine,hERG,4,3.02,30.89623
nitrendipine,hERG,4,30.2,56.36792
nitrendipine,hERG,5,0.00302,3.661327231
nitrendipine,hERG,5,0.00302,-8.337544214
nitrendipine,hERG,5,0.00302,-6.271379704
nitrendipine,hERG,5,0.0302,1.372997712
nitrendipine,hERG,5,0.0302,-10.91460334
nitrendipine,hERG,5,0.0302,-8.323831243
nitrendipine,hERG,5,3.02,8.466819222
nitrendipine,hERG,5,3.02,-8.590197069
nitrendipine,hERG,5,3.02,-6.499429875
nitrendipine,hERG,5,30.2,52.34967155
nitrendipine,hERG,5,30.2,66.01830664
nitrendipine,hERG,5,30.2,53.70581528
nitrendipine,hERG,6,30.2,36.29
nitrendipine,hERG,6,0.00302,-1.9
nitrendipine,hERG,6,0.00302,2.41
nitrendipine,hERG,6,0.00302,5.58
nitrendipine,hERG,6,3.02,14.79
nitrendipine,hERG,6,30.2,75.92
nitrendipine,hERG,6,3.02,0.64
nitrendipine,hERG,6,0.0302,6.92
nitrendipine,hERG,6,0.0302,11.58
nitrendipine,hERG,6,0.0302,-4.27
nitrendipine,hERG,6,3.02,30.02
nitrendipine,hERG,6,30.2,33.19
nitrendipine,hERG,7,0.00302,-0.050116
nitrendipine,hERG,7,0.00302,4.7334
nitrendipine,hERG,7,0.00302,3.9503
nitrendipine,hERG,7,0.00302,5.5004
nitrendipine,hERG,7,0.00302,1.0059
nitrendipine,hERG,7,0.00302,3.4871
nitrendipine,hERG,7,0.00302,-5.7837
nitrendipine,hERG,7,0.00302,-1.1896
nitrendipine,hERG,7,0.00302,1.9535
nitrendipine,hERG,7,0.00302,-3.8985
nitrendipine,hERG,7,0.0302,2.389
nitrendipine,hERG,7,0.0302,1.0615
nitrendipine,hERG,7,0.0302,5.9754
nitrendipine,hERG,7,0.0302,-0.35384
nitrendipine,hERG,7,0.0302,0.33444
nitrendipine,hERG,7,0.0302,2.5562
nitrendipine,hERG,7,0.0302,-5.039
nitrendipine,hERG,7,0.0302,0.30478
nitrendipine,hERG,7,0.0302,2.2833
nitrendipine,hERG,7,0.0302,-0.98344
nitrendipine,hERG,7,3.02,11.191
nitrendipine,hERG,7,3.02,23.452
nitrendipine,hERG,7,3.02,24.557
nitrendipine,hERG,7,3.02,11.529
nitrendipine,hERG,7,3.02,7.5238
nitrendipine,hERG,7,3.02,2.4163
nitrendipine,hERG,7,3.02,5.1932
nitrendipine,hERG,7,3.02,10.002
nitrendipine,hERG,7,3.02,8.607
nitrendipine,hERG,7,3.02,12.67
nitrendipine,hERG,7,30.2,55.01
nitrendipine,hERG,7,30.2,68.701
nitrendipine,hERG,7,30.2,72.038
nitrendipine,hERG,7,30.2,54.094
nitrendipine,hERG,7,30.2,41.602
nitrendipine,hERG,7,30.2,45.211
nitrendipine,hERG,7,30.2,47.801
nitrendipine,hERG,7,30.2,52.043
nitrendipine,hERG,7,30.2,40.272
nitrendipine,hERG,7,30.2,40.19
nitrendipine,hERG,8,30.2,16.67
nitrendipine,hERG,8,30.2,5.92
nitrendipine,hERG,8,30.2,-2.41
nitrendipine,hERG,8,3.02,-17.6
nitrendipine,hERG,8,3.02,2.29
nitrendipine,hERG,8,3.02,-2.17
nitrendipine,hERG,8,3.02,14.98
nitrendipine,hERG,8,0.032,-7.37
nitrendipine,hERG,8,0.032,4.55
nitrendipine,hERG,8,0.00302,36.79
nitrendipine,hERG,8,0.00302,24.64
nitrendipine,hERG,8,0.00302,38.27
nitrendipine,hERG,9,0.00302,2.79
nitrendipine,hERG,9,0.00302,3.08
nitrendipine,hERG,9,0.0302,-4.21
nitrendipine,hERG,9,0.0302,-4.14
nitrendipine,hERG,9,0.0302,3.71
nitrendipine,hERG,9,0.0302,4.42
nitrendipine,hERG,9,0.0302,4.51
nitrendipine,hERG,9,0.0302,9.25
nitrendipine,hERG,9,3.02,6.74
nitrendipine,hERG,9,3.02,7.3
nitrendipine,hERG,9,3.02,12.7
nitrendipine,hERG,9,3.02,15.5
nitrendipine,hERG,9,3.02,17.9
nitrendipine,hERG,9,30.2,50.6
nitrendipine,hERG,9,30.2,59.1
nitrendipine,hERG,9,30.2,64.7
ondansetron,hERG,1,0.3,21.99
ondansetron,hERG,1,0.3,1.92
ondansetron,hERG,1,0.3,11.46
ondansetron,hERG,1,0.3,-4.41
ondansetron,hERG,1,0.3,12.79
ondansetron,hERG,1,1,29.9
ondansetron,hERG,1,1,37.06
ondansetron,hERG,1,1,26.62
ondansetron,hERG,1,1,14.89
ondansetron,hERG,1,1,20.83
ondansetron,hERG,1,1,53.86
ondansetron,hERG,1,1,43.92
ondansetron,hERG,1,1,62.55
ondansetron,hERG,1,3,35.66
ondansetron,hERG,1,3,76.54
ondansetron,hERG,1,3,60.15
ondansetron,hERG,1,3,71.56
ondansetron,hERG,1,3,70.22
ondansetron,hERG,1,3,75.41
ondansetron,hERG,1,3,65.51
ondansetron,hERG,1,3,70.73
ondansetron,hERG,1,3,36.41
ondansetron,hERG,1,3,87.5
ondansetron,hERG,1,3,76.14
ondansetron,hERG,1,3,53.36
ondansetron,hERG,1,10,91.05
ondansetron,hERG,1,10,78.58
ondansetron,hERG,1,10,91.72
ondansetron,hERG,1,10,84.08
ondansetron,hERG,1,10,74.59
ondansetron,hERG,1,10,81.26
ondansetron,hERG,1,10,88.11
ondansetron,hERG,1,10,75.31
ondansetron,hERG,2,0.3,47.10884354
ondansetron,hERG,2,0.3,28.78787879
ondansetron,hERG,2,0.3,35.60145808
ondansetron,hERG,2,1,72.61904762
ondansetron,hERG,2,1,58.67768595
ondansetron,hERG,2,1,64.39854192
ondansetron,hERG,2,3,90.13605442
ondansetron,hERG,2,3,82.09366391
ondansetron,hERG,2,3,86.63426488
ondansetron,hERG,2,10,100
ondansetron,hERG,2,10,99.72451791
ondansetron,hERG,2,10,100
ondansetron,hERG,3,0.3,22.1194
ondansetron,hERG,3,0.3,14.7059
ondansetron,hERG,3,0.3,21.555
ondansetron,hERG,3,0.3,30.0234
ondansetron,hERG,3,1,44.5753
ondansetron,hERG,3,1,34.8087
ondansetron,hERG,3,1,47.2187
ondansetron,hERG,3,1,54.8676
ondansetron,hERG,3,3,71.4886
ondansetron,hERG,3,3,61.2793
ondansetron,hERG,3,3,73.5145
ondansetron,hERG,3,3,76.3629
ondansetron,hERG,3,10,90.9167
ondansetron,hERG,3,10,85.8938
ondansetron,hERG,3,10,92.225
ondansetron,hERG,3,10,93.3801
ondansetron,hERG,4,0.3,27.518
ondansetron,hERG,4,0.3,26.407
ondansetron,hERG,4,0.3,2.715
ondansetron,hERG,4,0.3,25.301
ondansetron,hERG,4,0.3,35.928
ondansetron,hERG,4,0.3,33.871
ondansetron,hERG,4,1,46.42
ondansetron,hERG,4,1,44.617
ondansetron,hERG,4,1,65.57
ondansetron,hERG,4,1,57.342
ondansetron,hERG,4,1,56.98
ondansetron,hERG,4,1,50.425
ondansetron,hERG,4,3,73.323
ondansetron,hERG,4,3,84.546
ondansetron,hERG,4,3,79.489
ondansetron,hERG,4,3,73.314
ondansetron,hERG,4,3,70.441
ondansetron,hERG,4,3,79.966
ondansetron,hERG,4,10,88.033
ondansetron,hERG,4,10,92.174
ondansetron,hERG,4,10,92.272
ondansetron,hERG,4,10,105.829
ondansetron,hERG,4,10,93.388
ondansetron,hERG,4,10,101.31
ondansetron,hERG,5,0.3,15.54
ondansetron,hERG,5,1,42.02
ondansetron,hERG,5,3,77.24
ondansetron,hERG,5,10,102.62
ondansetron,hERG,5,0.3,18.16
ondansetron,hERG,5,1,37.01
ondansetron,hERG,5,3,66.38
ondansetron,hERG,5,10,90.68
ondansetron,hERG,5,0.3,21.19
ondansetron,hERG,5,1,41.66
ondansetron,hERG,5,3,64.93
ondansetron,hERG,5,10,99.73
ondansetron,hERG,5,0.3,16.99
ondansetron,hERG,5,1,40.66
ondansetron,hERG,5,3,56.98
ondansetron,hERG,5,10,98.35
ondansetron,hERG,5,0.3,11.25
ondansetron,hERG,5,1,34.54
ondansetron,hERG,5,3,72.38
ondansetron,hERG,5,10,98.13
ondansetron,hERG,5,0.3,17.72
ondansetron,hERG,5,1,34.71
ondansetron,hERG,5,3,66.76
ondansetron,hERG,5,10,90.05
ondansetron,hERG,5,0.3,16.56
ondansetron,hERG,5,1,37.38
ondansetron,hERG,5,3,65.08
ondansetron,hERG,5,10,94.99
ondansetron,hERG,5,0.3,16.83
ondansetron,hERG,5,1,36.91
ondansetron,hERG,5,3,67.93
ondansetron,hERG,5,10,96.66
ondansetron,hERG,5,0.3,16.4387
ondansetron,hERG,5,1,40.23875
ondansetron,hERG,5,3,66.37652
ondansetron,hERG,5,10,89.28127
ondansetron,hERG,5,0.3,22.57
ondansetron,hERG,5,1,52.94
ondansetron,hERG,5,3,80.51
ondansetron,hERG,5,10,114.21
ondansetron,hERG,5,0.3,22.36
ondansetron,hERG,5,1,39.26
ondansetron,hERG,5,3,70.4
ondansetron,hERG,5,10,97.08
ondansetron,hERG,5,0.3,11.79947
ondansetron,hERG,5,1,30.48706
ondansetron,hERG,5,3,62.05421
ondansetron,hERG,5,10,93.9678
ondansetron,hERG,5,0.3,11.50704
ondansetron,hERG,5,1,28.62854
ondansetron,hERG,5,3,66.13941
ondansetron,hERG,5,10,98.17487
ondansetron,hERG,5,0.3,14.47
ondansetron,hERG,5,1,48.56
ondansetron,hERG,5,3,78.13
ondansetron,hERG,5,10,107.6
ondansetron,hERG,5,0.3,23.2
ondansetron,hERG,5,1,50.82
ondansetron,hERG,5,3,92.3
ondansetron,hERG,5,10,117.45
ondansetron,hERG,5,0.3,15.62
ondansetron,hERG,5,1,46.43
ondansetron,hERG,5,3,78.1
ondansetron,hERG,5,10,122.79
ondansetron,hERG,6,0.3,23.18501171
