Compound,Channel,Experiment,Dose,Response
ondansetron,hERG,6,0.3,-1.181525242
ondansetron,hERG,6,0.3,15.07283091
ondansetron,hERG,6,1,49.72677596
ondansetron,hERG,6,1,35.33834586
ondansetron,hERG,6,1,41.4819506
ondansetron,hERG,6,3,75.019516
ondansetron,hERG,6,3,78.08807734
ondansetron,hERG,6,3,64.34452185
ondansetron,hERG,6,10,91.41295863
ondansetron,hERG,6,10,88.8292159
ondansetron,hERG,6,10,83.40721976
ondansetron,hERG,7,0.3,9.13
ondansetron,hERG,7,1,16.47
ondansetron,hERG,7,3,46
ondansetron,hERG,7,10,73.43
ondansetron,hERG,7,0.3,8.82
ondansetron,hERG,7,1,19.33
ondansetron,hERG,7,3,45.22
ondansetron,hERG,7,10,72.31
ondansetron,hERG,7,0.3,11.29
ondansetron,hERG,7,1,22.97
ondansetron,hERG,7,3,40.33
ondansetron,hERG,7,10,69.52
ondansetron,hERG,8,0.3,14.993
ondansetron,hERG,8,0.3,28.95
ondansetron,hERG,8,0.3,21.849
ondansetron,hERG,8,0.3,22.429
ondansetron,hERG,8,0.3,23.625
ondansetron,hERG,8,0.3,13.834
ondansetron,hERG,8,0.3,9.5204
ondansetron,hERG,8,1,53.717
ondansetron,hERG,8,1,62.244
ondansetron,hERG,8,1,58.292
ondansetron,hERG,8,1,56.95
ondansetron,hERG,8,1,41.729
ondansetron,hERG,8,1,36.371
ondansetron,hERG,8,1,31.235
ondansetron,hERG,8,3,76.012
ondansetron,hERG,8,3,80.043
ondansetron,hERG,8,3,79.87
ondansetron,hERG,8,3,78.105
ondansetron,hERG,8,3,56.937
ondansetron,hERG,8,3,64.388
ondansetron,hERG,8,3,63.91
ondansetron,hERG,8,10,94.25
ondansetron,hERG,8,10,95.998
ondansetron,hERG,8,10,96.658
ondansetron,hERG,8,10,96.117
ondansetron,hERG,8,10,82.782
ondansetron,hERG,8,10,82.782
ondansetron,hERG,8,10,92.933
ondansetron,hERG,9,0.3,84.3
ondansetron,hERG,9,0.3,-5.96
ondansetron,hERG,9,0.3,23.31
ondansetron,hERG,9,0.3,74.75
ondansetron,hERG,9,0.3,47.53
ondansetron,hERG,9,0.3,60.83
ondansetron,hERG,9,0.3,55.95
ondansetron,hERG,9,0.3,65.19
ondansetron,hERG,9,0.3,77.26
ondansetron,hERG,9,0.3,76.06
ondansetron,hERG,9,0.3,86.16
ondansetron,hERG,9,1,81.85
ondansetron,hERG,9,1,39.29
ondansetron,hERG,9,1,36.97
ondansetron,hERG,9,1,59.71
ondansetron,hERG,9,1,58.16
ondansetron,hERG,9,1,51.98
ondansetron,hERG,9,1,39.6
ondansetron,hERG,9,1,39.99
ondansetron,hERG,9,1,55.45
ondansetron,hERG,9,1,22.7
ondansetron,hERG,9,1,46.84
ondansetron,hERG,9,1,65.04
ondansetron,hERG,9,1,61.81
ondansetron,hERG,9,1,74.11
ondansetron,hERG,9,3,85.46
ondansetron,hERG,9,3,76.81
ondansetron,hERG,9,3,48.99
ondansetron,hERG,9,3,81.22
ondansetron,hERG,9,3,76.08
ondansetron,hERG,9,3,79.36
ondansetron,hERG,9,3,86.68
ondansetron,hERG,9,3,64.47
ondansetron,hERG,9,3,69.15
ondansetron,hERG,9,3,65.01
ondansetron,hERG,9,3,77.46
ondansetron,hERG,9,3,79.07
ondansetron,hERG,9,3,83.25
ondansetron,hERG,9,3,86.18
ondansetron,hERG,9,10,97.94
ondansetron,hERG,9,10,89.56
ondansetron,hERG,9,10,89
ondansetron,hERG,9,10,91.46
ondansetron,hERG,9,10,79.79
ondansetron,hERG,9,10,88.64
ondansetron,hERG,9,10,82.04
ondansetron,hERG,9,10,91.96
ondansetron,hERG,9,10,90.13
ondansetron,hERG,9,10,93.79
ondansetron,hERG,9,10,89.9
ondansetron,hERG,9,10,85.83
ondansetron,hERG,9,10,92.62
ondansetron,hERG,9,10,89.4
ondansetron,hERG,10,0.3,31.96
ondansetron,hERG,10,0.3,16.28
ondansetron,hERG,10,1,64.33
ondansetron,hERG,10,1,26.2
ondansetron,hERG,10,1,43.9
ondansetron,hERG,10,1,56.37
ondansetron,hERG,10,1,44.96
ondansetron,hERG,10,1,31.98
ondansetron,hERG,10,1,46.75
ondansetron,hERG,10,1,40.88
ondansetron,hERG,10,1,58.81
ondansetron,hERG,10,1,41.7
ondansetron,hERG,10,1,51.27
ondansetron,hERG,10,1,29.46
ondansetron,hERG,10,1,42.16
ondansetron,hERG,10,3,50.82
ondansetron,hERG,10,3,73.4
ondansetron,hERG,10,3,61.44
ondansetron,hERG,10,3,66.16
ondansetron,hERG,10,3,61.83
ondansetron,hERG,10,3,73.05
ondansetron,hERG,10,3,86.88
ondansetron,hERG,10,3,70.97
ondansetron,hERG,10,3,58.51
ondansetron,hERG,10,3,77.66
ondansetron,hERG,10,3,61.81
ondansetron,hERG,10,3,82.1
ondansetron,hERG,10,10,82.84
ondansetron,hERG,10,10,90.02
ondansetron,hERG,10,10,84.63
ondansetron,hERG,10,10,86.18
ondansetron,hERG,10,10,87.13
ondansetron,hERG,10,10,81.64
ondansetron,hERG,10,10,90.58
ondansetron,hERG,10,10,90.45
ondansetron,hERG,10,10,86.38
ondansetron,hERG,10,10,87.09
ondansetron,hERG,10,10,89.7
ondansetron,hERG,10,0.3,43.38
ondansetron,hERG,10,0.3,16.56
ondansetron,hERG,10,0.3,21.41
ondansetron,hERG,10,0.3,3
ondansetron,hERG,10,0.3,19.32
ondansetron,hERG,10,0.3,16.12
ondansetron,hERG,10,0.3,19.84
ondansetron,hERG,10,0.3,17.57
ondansetron,hERG,10,0.3,20.98
ondansetron,hERG,10,0.3,38.35
ondansetron,hERG,10,0.3,23.11
ondansetron,hERG,10,0.3,8.41
ondansetron,hERG,10,0.3,43.01
ondansetron,hERG,10,1,59.16
ondansetron,hERG,10,1,65.47
ondansetron,hERG,10,1,57.93
ondansetron,hERG,10,1,47.48
ondansetron,hERG,10,1,44.65
ondansetron,hERG,10,1,47.11
ondansetron,hERG,10,1,52.31
ondansetron,hERG,10,1,44.06
ondansetron,hERG,10,1,42.85
ondansetron,hERG,10,1,54.15
ondansetron,hERG,10,3,76.4
ondansetron,hERG,10,3,86.64
ondansetron,hERG,10,3,68.78
ondansetron,hERG,10,3,70.13
ondansetron,hERG,10,3,78.31
ondansetron,hERG,10,3,71.28
ondansetron,hERG,10,3,79.16
ondansetron,hERG,10,3,78.27
ondansetron,hERG,10,3,75.72
ondansetron,hERG,10,3,77.45
ondansetron,hERG,10,3,69.02
ondansetron,hERG,10,3,77.1
ondansetron,hERG,10,3,74.5
ondansetron,hERG,10,3,76.2
ondansetron,hERG,10,3,58.13
ondansetron,hERG,10,3,67.05
ondansetron,hERG,10,10,83.22
ondansetron,hERG,10,10,89.13
ondansetron,hERG,10,10,88.65
ondansetron,hERG,10,10,91.95
ondansetron,hERG,10,10,82.74
ondansetron,hERG,10,10,92.2
ondansetron,hERG,10,10,83.45
ondansetron,hERG,10,10,87.26
ondansetron,hERG,10,10,92.42
ondansetron,hERG,10,10,91.56
ondansetron,hERG,10,10,86.01
ondansetron,hERG,10,10,76.16
ondansetron,hERG,10,10,91.31
ondansetron,hERG,10,0.3,48.92
ondansetron,hERG,10,0.3,30.71
ondansetron,hERG,10,0.3,22.95
ondansetron,hERG,10,0.3,4.35
ondansetron,hERG,10,0.3,21.64
ondansetron,hERG,10,0.3,27.62
ondansetron,hERG,10,0.3,33.07
ondansetron,hERG,10,0.3,47.47
ondansetron,hERG,10,0.3,32.67
ondansetron,hERG,10,0.3,17.93
ondansetron,hERG,10,0.3,27.82
ondansetron,hERG,10,1,59.5
ondansetron,hERG,10,1,67.35
ondansetron,hERG,10,1,59.96
ondansetron,hERG,10,1,64.01
ondansetron,hERG,10,1,58.93
ondansetron,hERG,10,1,71.39
ondansetron,hERG,10,1,55.75
ondansetron,hERG,10,1,72.12
ondansetron,hERG,10,1,57.12
ondansetron,hERG,10,1,62.65
ondansetron,hERG,10,1,37.8
ondansetron,hERG,10,1,54.78
ondansetron,hERG,10,1,52.44
ondansetron,hERG,10,1,46.06
ondansetron,hERG,10,1,46.9
ondansetron,hERG,10,3,72.95
ondansetron,hERG,10,3,87.97
ondansetron,hERG,10,3,69.24
ondansetron,hERG,10,3,62.19
ondansetron,hERG,10,3,70.72
ondansetron,hERG,10,3,82.21
ondansetron,hERG,10,3,82.29
ondansetron,hERG,10,3,79.74
ondansetron,hERG,10,3,85.86
ondansetron,hERG,10,3,72.88
ondansetron,hERG,10,3,67.48
ondansetron,hERG,10,3,76.83
ondansetron,hERG,10,3,77.51
ondansetron,hERG,10,3,77.16
ondansetron,hERG,10,10,91.55
ondansetron,hERG,10,10,77.15
ondansetron,hERG,10,10,88.16
ondansetron,hERG,10,10,92.16
ondansetron,hERG,10,10,91.36
ondansetron,hERG,10,10,72.79
ondansetron,hERG,10,10,92.81
ondansetron,hERG,10,10,86.79
ondansetron,hERG,10,10,86.18
ondansetron,hERG,10,10,91.98
ondansetron,hERG,10,10,90.18
ondansetron,hERG,10,10,88.27
ondansetron,hERG,10,10,90.03
ondansetron,hERG,11,0.3,14.52824886
ondansetron,hERG,11,0.3,11.98465948
ondansetron,hERG,11,0.3,7.396825846
ondansetron,hERG,11,0.3,13.70417177
ondansetron,hERG,11,1,44.58669597
ondansetron,hERG,11,1,30.58485098
ondansetron,hERG,11,1,34.92063498
ondansetron,hERG,11,1,36.8647278
ondansetron,hERG,11,3,63.54021722
ondansetron,hERG,11,3,55.57686177
ondansetron,hERG,11,3,63.3650791
ondansetron,hERG,11,3,62.8318585
ondansetron,hERG,11,10,83.91316391
ondansetron,hERG,11,10,80.92042213
ondansetron,hERG,11,10,85.58730124
ondansetron,hERG,11,10,86.042984
ondansetron,hERG,12,0.3,25.01985507
ondansetron,hERG,12,0.3,-11.4484058
ondansetron,hERG,12,0.3,24.38115942
ondansetron,hERG,12,1,12.33811594
ondansetron,hERG,12,1,41.58333333
ondansetron,hERG,12,1,39.89884058
ondansetron,hERG,12,3,68.24536232
ondansetron,hERG,12,3,70.72275362
ondansetron,hERG,12,3,41.69057971
ondansetron,hERG,12,3,52.61985507
ondansetron,hERG,12,3,48.14144928
ondansetron,hERG,12,3,51.27565217
ondansetron,hERG,12,3,75.82144928
ondansetron,hERG,12,3,55.52333333
ondansetron,hERG,12,3,53.07463768
ondansetron,hERG,12,10,76.90333333
ondansetron,hERG,12,10,83.42681159
ondansetron,hERG,12,10,99.75811594
ondansetron,hERG,12,10,82.19115942
ondansetron,hERG,13,0.3,29.2
ondansetron,hERG,13,1,44.1
ondansetron,hERG,13,3,81.1
ondansetron,hERG,13,10,96.5
ondansetron,hERG,13,0.3,26.7
ondansetron,hERG,13,1,45.2
ondansetron,hERG,13,3,80.4
ondansetron,hERG,13,10,94.8
ondansetron,hERG,13,0.3,28.3
ondansetron,hERG,13,1,39.4
ondansetron,hERG,13,3,72.3
ondansetron,hERG,13,10,91.5
ondansetron,hERG,13,0.3,24
ondansetron,hERG,13,1,35.4
ondansetron,hERG,13,3,71.4
ondansetron,hERG,13,10,90
ondansetron,hERG,13,0.3,21.7
ondansetron,hERG,13,1,32.1
ondansetron,hERG,13,3,66.9
ondansetron,hERG,13,10,89.9
ondansetron,hERG,13,0.3,24.5
ondansetron,hERG,13,1,37.2
ondansetron,hERG,13,3,70
ondansetron,hERG,13,10,92.8
ondansetron,hERG,13,0.3,29.5
ondansetron,hERG,13,1,38.8
ondansetron,hERG,13,3,69
ondansetron,hERG,13,10,96.3
ondansetron,hERG,13,0.3,26.1
ondansetron,hERG,13,1,39.3
ondansetron,hERG,13,3,73.2
ondansetron,hERG,13,10,93.2
ondansetron,hERG,13,0.3,23
ondansetron,hERG,13,1,35.9
ondansetron,hERG,13,3,72.5
ondansetron,hERG,13,10,91.9
ondansetron,hERG,13,0.3,24.2
ondansetron,hERG,13,1,29.5
ondansetron,hERG,13,3,60.5
ondansetron,hERG,13,10,86.9
ondansetron,hERG,13,0.3,26.2
ondansetron,hERG,13,1,40.9
ondansetron,hERG,13,3,77.7
ondansetron,hERG,13,10,97.7
pimozide,hERG,1,0.00043,16.45714286
pimozide,hERG,1,0.00043,22.89719626
pimozide,hERG,1,0.00043,6.18556701
pimozide,hERG,1,0.0043,32.8
pimozide,hERG,1,0.0043,38.31775701
pimozide,hERG,1,0.0043,29.455081
pimozide,hERG,1,0.043,68.45714286
pimozide,hERG,1,0.043,88.78504673
pimozide,hERG,1,0.043,79.82326951
pimozide,hERG,1,0.43,98.74285714
pimozide,hERG,1,0.43,97.6635514
pimozide,hERG,1,0.43,99.55817378
pimozide,hERG,2,0.00043,24.561404
pimozide,hERG,2,0.0043,22.632576
pimozide,hERG,2,0.043,73.216995
pimozide,hERG,2,0.43,94.325736
pimozide,hERG,2,0.00043,14.133674
pimozide,hERG,2,0.0043,20.995334
pimozide,hERG,2,0.043,87.420147
pimozide,hERG,2,0.43,94.0242057
pimozide,hERG,2,0.00043,12.563932
pimozide,hERG,2,0.0043,21.102066
pimozide,hERG,2,0.043,63.62069
pimozide,hERG,2,0.43,93.518624
pimozide,hERG,3,0.00043,-14.073
pimozide,hERG,3,0.00043,-10.291
pimozide,hERG,3,0.00043,5.176
pimozide,hERG,3,0.0043,3.006
pimozide,hERG,3,0.0043,3.305
pimozide,hERG,3,0.00043,-5.821
pimozide,hERG,3,0.0043,3.462
pimozide,hERG,3,0.043,36.091
pimozide,hERG,3,0.043,43.57
pimozide,hERG,3,0.043,47.911
pimozide,hERG,3,0.43,99.875
pimozide,hERG,3,0.0043,1.147
pimozide,hERG,3,0.043,55.277
pimozide,hERG,3,0.43,98.328
pimozide,hERG,3,0.43,103.319
pimozide,hERG,3,0.43,96.209
pimozide,hERG,4,0.00043,2.15698
pimozide,hERG,4,0.0043,43.37927
pimozide,hERG,4,0.043,99.70042
pimozide,hERG,4,0.43,101.6177
pimozide,hERG,4,0.00043,7.575758
pimozide,hERG,4,0.0043,56.86869
pimozide,hERG,4,0.043,99.09091
pimozide,hERG,4,0.43,101.8182
pimozide,hERG,4,0.00043,3.381443
pimozide,hERG,4,0.0043,38.06186
pimozide,hERG,4,0.043,98.2268
pimozide,hERG,4,0.43,103.4639
pimozide,hERG,4,0.00043,16.92411
pimozide,hERG,4,0.0043,52.98858
pimozide,hERG,4,0.043,98.25386
pimozide,hERG,4,0.43,103.0222
pimozide,hERG,4,0.00043,7.673061
pimozide,hERG,4,0.0043,61.6347
pimozide,hERG,4,0.043,99.58299
pimozide,hERG,4,0.43,102.8357
pimozide,hERG,4,0.00043,10.57269
pimozide,hERG,4,0.0043,77.31278
pimozide,hERG,4,0.043,102.2026
pimozide,hERG,4,0.43,105.2863
pimozide,hERG,4,0.00043,28.17229
pimozide,hERG,4,0.0043,78.57974
pimozide,hERG,4,0.043,99.30151
pimozide,hERG,4,0.43,101.7462
pimozide,hERG,4,0.00043,-18.4211
pimozide,hERG,4,0.0043,64.84962
pimozide,hERG,4,0.043,109.5865
pimozide,hERG,4,0.43,105.6015
pimozide,hERG,4,0.00043,21.17235
pimozide,hERG,4,0.0043,25.6343
pimozide,hERG,4,0.043,84.42695
pimozide,hERG,4,0.43,90.20123
pimozide,hERG,4,0.00043,13.16239
pimozide,hERG,4,0.0043,23.07692
pimozide,hERG,4,0.043,75.12821
pimozide,hERG,4,0.43,80.51282
pimozide,hERG,4,0.00043,12.83784
pimozide,hERG,4,0.0043,34.45946
pimozide,hERG,4,0.043,107.7027
pimozide,hERG,4,0.43,112.1622
pimozide,hERG,4,0.00043,16.06096
pimozide,hERG,4,0.0043,25.90856
pimozide,hERG,4,0.043,90.73857
pimozide,hERG,4,0.43,96.483
pimozide,hERG,5,0.00043,6.621773288
pimozide,hERG,5,0.00043,3.74732334
pimozide,hERG,5,0.00043,9.968602826
pimozide,hERG,5,0.0043,14.92704826
pimozide,hERG,5,0.0043,6.959314775
pimozide,hERG,5,0.0043,16.79748823
pimozide,hERG,5,0.043,64.30976431
pimozide,hERG,5,0.043,59.20770878
pimozide,hERG,5,0.043,60.1255887
pimozide,hERG,5,0.43,95.61027837
pimozide,hERG,5,0.43,97.5308642
pimozide,hERG,5,0.43,96.78178964
pimozide,hERG,6,0.43,97.8
pimozide,hERG,6,0.43,94.83
pimozide,hERG,6,0.43,95.56
pimozide,hERG,6,0.0043,14.42
pimozide,hERG,6,0.0043,13.07
pimozide,hERG,6,0.043,74.41
pimozide,hERG,6,0.043,43.21
pimozide,hERG,6,0.043,50
pimozide,hERG,6,0.00043,0.89
pimozide,hERG,6,0.00043,27.6
pimozide,hERG,6,0.00043,14.47
pimozide,hERG,6,0.0043,7.62
pimozide,hERG,7,0.00043,7.5584
pimozide,hERG,7,0.00043,2.7739
pimozide,hERG,7,0.00043,-3.2144
pimozide,hERG,7,0.00043,3.0852
pimozide,hERG,7,0.00043,0.29048
pimozide,hERG,7,0.00043,3.3616
pimozide,hERG,7,0.00043,-3.4694
pimozide,hERG,7,0.00043,-3.0842
pimozide,hERG,7,0.00043,4.773
pimozide,hERG,7,0.00043,2.5505
pimozide,hERG,7,0.0043,19.02
pimozide,hERG,7,0.0043,10.41
pimozide,hERG,7,0.0043,8.6949
pimozide,hERG,7,0.0043,23.57
pimozide,hERG,7,0.0043,23.498
pimozide,hERG,7,0.0043,14.11
pimozide,hERG,7,0.0043,3.5461
pimozide,hERG,7,0.0043,3.4777
pimozide,hERG,7,0.0043,19.546
pimozide,hERG,7,0.0043,2.6455
pimozide,hERG,7,0.043,84.971
pimozide,hERG,7,0.043,60.984
pimozide,hERG,7,0.043,69.353
pimozide,hERG,7,0.043,84.331
pimozide,hERG,7,0.043,93.812
pimozide,hERG,7,0.043,84.22
pimozide,hERG,7,0.043,69.731
pimozide,hERG,7,0.043,77.969
pimozide,hERG,7,0.043,78.408
pimozide,hERG,7,0.043,79.216
pimozide,hERG,7,0.43,100.07
pimozide,hERG,7,0.43,99.488
pimozide,hERG,7,0.43,101.92
pimozide,hERG,7,0.43,96.325
pimozide,hERG,7,0.43,99.28
pimozide,hERG,7,0.43,100.18
pimozide,hERG,7,0.43,102.45
pimozide,hERG,7,0.43,103.39
pimozide,hERG,7,0.43,97.64
pimozide,hERG,8,0.43,108.56
pimozide,hERG,8,0.43,97.52
pimozide,hERG,8,0.43,75.09
pimozide,hERG,8,0.43,86.14
pimozide,hERG,8,0.43,92.23
pimozide,hERG,8,0.43,53.92
pimozide,hERG,8,0.043,25.84
pimozide,hERG,8,0.043,49.7
pimozide,hERG,8,0.043,39.81
pimozide,hERG,8,0.043,44.15
pimozide,hERG,8,0.0043,3.16
pimozide,hERG,8,0.0043,24.35
pimozide,hERG,8,0.0043,11.17
pimozide,hERG,8,0.0043,15.22
pimozide,hERG,8,0.0043,1.58
pimozide,hERG,8,0.00043,15.49
pimozide,hERG,8,0.00043,21.72
pimozide,hERG,8,0.00043,32.78
pimozide,hERG,8,0.00043,19.65
pimozide,hERG,8,0.00043,23.28
pimozide,hERG,8,0.00043,16.37
pimozide,hERG,8,0.00043,2.22
pimozide,hERG,9,0.00043,0.593
pimozide,hERG,9,0.00043,8.09
pimozide,hERG,9,0.0043,20.7
pimozide,hERG,9,0.0043,24.8
pimozide,hERG,9,0.0043,26.7
pimozide,hERG,9,0.0043,30.2
pimozide,hERG,9,0.043,65.8
pimozide,hERG,9,0.043,66
pimozide,hERG,9,0.043,66.8
pimozide,hERG,9,0.43,95.6
pimozide,hERG,9,0.43,96.7
pimozide,hERG,9,0.43,96.8
pimozide,hERG,9,0.43,98.8
pimozide,hERG,9,0.43,98.8
pimozide,hERG,9,0.43,98.9
pimozide,hERG,9,0.43,101
pimozide,hERG,9,0.43,103
quinidine,hERG,1,0.1,1.28
quinidine,hERG,1,0.1,7.38
quinidine,hERG,1,0.1,13.52
quinidine,hERG,1,0.1,-13.69
quinidine,hERG,1,0.1,16.13
quinidine,hERG,1,0.1,11.99
quinidine,hERG,1,0.1,10.19
quinidine,hERG,1,0.1,7.17
quinidine,hERG,1,0.1,24.72
quinidine,hERG,1,0.1,10.75
quinidine,hERG,1,0.3,-4.29
quinidine,hERG,1,0.3,26.38
quinidine,hERG,1,0.3,23.93
quinidine,hERG,1,0.3,27.68
quinidine,hERG,1,0.3,18.15
quinidine,hERG,1,0.3,1.14
quinidine,hERG,1,0.3,33.16
quinidine,hERG,1,0.3,5.53
quinidine,hERG,1,0.3,24.98
quinidine,hERG,1,0.3,18.82
quinidine,hERG,1,0.3,13.9
quinidine,hERG,1,1,36.15
quinidine,hERG,1,1,49.88
quinidine,hERG,1,1,31.53
quinidine,hERG,1,1,41.81
quinidine,hERG,1,1,20.4
quinidine,hERG,1,1,39.15
quinidine,hERG,1,1,35.46
quinidine,hERG,1,1,45.53
quinidine,hERG,1,1,36.59
quinidine,hERG,1,1,22
quinidine,hERG,1,1,18.54
quinidine,hERG,1,1,40.27
quinidine,hERG,1,10,86.01
quinidine,hERG,1,10,66.22
quinidine,hERG,1,10,113.59
quinidine,hERG,1,10,87.76
quinidine,hERG,1,10,85.56
quinidine,hERG,1,10,76.24
quinidine,hERG,1,10,61.24
quinidine,hERG,1,10,78.29
quinidine,hERG,1,10,69.58
quinidine,hERG,1,10,90.73
quinidine,hERG,1,10,77.77
quinidine,hERG,2,0.1,34.1025641
quinidine,hERG,2,0.1,45.21912351
quinidine,hERG,2,0.1,40.1894452
quinidine,hERG,2,0.3,58.71794872
quinidine,hERG,2,0.3,68.92430279
quinidine,hERG,2,0.3,66.50879567
quinidine,hERG,2,1,83.97435897
quinidine,hERG,2,1,94.42231076
quinidine,hERG,2,1,84.9120433
quinidine,hERG,2,10,96.28205128
quinidine,hERG,2,10,100
quinidine,hERG,2,10,95.80514208
quinidine,hERG,3,0.1,24.696
quinidine,hERG,3,0.1,37.3034
quinidine,hERG,3,0.1,14.7283
quinidine,hERG,3,0.3,42.9002
quinidine,hERG,3,0.3,51.236
quinidine,hERG,3,0.3,27.3975
quinidine,hERG,3,1,67.217
quinidine,hERG,3,1,69.4382
quinidine,hERG,3,1,56.112
quinidine,hERG,3,10,95.5828
quinidine,hERG,3,10,97.603
quinidine,hERG,3,10,105.7318
quinidine,hERG,4,0.1,20.315
quinidine,hERG,4,0.1,1.483
quinidine,hERG,4,0.1,10.334
quinidine,hERG,4,0.1,-6.252
quinidine,hERG,4,0.1,0.435
quinidine,hERG,4,0.3,62.325
quinidine,hERG,4,0.3,45.59
quinidine,hERG,4,0.3,19.757
quinidine,hERG,4,0.3,28.341
quinidine,hERG,4,0.3,28.863
quinidine,hERG,4,0.3,15.928
quinidine,hERG,4,1,62.138
quinidine,hERG,4,1,68.765
quinidine,hERG,4,1,45.576
quinidine,hERG,4,1,47.867
quinidine,hERG,4,1,45.82
quinidine,hERG,4,1,48.986
quinidine,hERG,4,10,98.059
quinidine,hERG,4,10,93.695
quinidine,hERG,4,10,96.844
quinidine,hERG,4,10,87.533
quinidine,hERG,4,10,90.158
quinidine,hERG,4,10,90.745
quinidine,hERG,5,0.1,9.83
quinidine,hERG,5,0.3,26.62
quinidine,hERG,5,1,76.7
quinidine,hERG,5,10,130.1
quinidine,hERG,5,0.1,-13.96
quinidine,hERG,5,0.3,11.59
quinidine,hERG,5,1,76.91
quinidine,hERG,5,10,134.9
quinidine,hERG,5,0.1,3.46
quinidine,hERG,5,0.3,55.22
quinidine,hERG,5,1,143.65
quinidine,hERG,5,10,174.02
quinidine,hERG,5,0.1,10
quinidine,hERG,5,0.3,18.76
quinidine,hERG,5,1,66.31
quinidine,hERG,5,10,107.43
quinidine,hERG,5,0.1,-0.15
quinidine,hERG,5,0.3,20.35
quinidine,hERG,5,1,75.25
quinidine,hERG,5,10,121.18
quinidine,hERG,5,0.1,7.3
quinidine,hERG,5,0.3,23.91
quinidine,hERG,5,1,61.76
quinidine,hERG,5,10,106.02
quinidine,hERG,5,0.1,3.23
quinidine,hERG,5,0.3,15.8
quinidine,hERG,5,1,58.6
quinidine,hERG,5,10,108.84
quinidine,hERG,5,0.1,-4.95
quinidine,hERG,5,0.3,-5.51
quinidine,hERG,5,1,42.79
quinidine,hERG,5,10,117.19
quinidine,hERG,5,0.1,12
quinidine,hERG,5,0.3,5.76
quinidine,hERG,5,1,76.32
quinidine,hERG,5,10,136.9
quinidine,hERG,5,0.1,-25.19
quinidine,hERG,5,0.3,-50.26
quinidine,hERG,5,1,55.3
quinidine,hERG,5,10,143.8
quinidine,hERG,5,0.1,1.68
quinidine,hERG,5,0.3,14.27
quinidine,hERG,5,1,53.5
quinidine,hERG,5,10,108.15
quinidine,hERG,5,0.1,-16.32
quinidine,hERG,5,0.3,-20.57
quinidine,hERG,5,1,57.56
quinidine,hERG,5,10,118.7
quinidine,hERG,5,0.1,1.55
quinidine,hERG,5,0.3,13.69
quinidine,hERG,5,1,76.51
quinidine,hERG,5,10,136.82
quinidine,hERG,5,0.1,4.43
quinidine,hERG,5,0.3,5.02
quinidine,hERG,5,1,45.41
quinidine,hERG,5,10,106.01
quinidine,hERG,5,0.1,-2.9
quinidine,hERG,5,0.3,-3.24
quinidine,hERG,5,1,30.66
quinidine,hERG,5,10,114.83
quinidine,hERG,5,0.1,-10.87
quinidine,hERG,5,0.3,5.87
quinidine,hERG,5,1,59.03
quinidine,hERG,5,10,118.93
quinidine,hERG,5,0.1,7.31
quinidine,hERG,5,0.3,50.83
quinidine,hERG,5,1,118.06
quinidine,hERG,5,10,142.74
quinidine,hERG,5,0.1,5.8
quinidine,hERG,5,0.3,20.44
quinidine,hERG,5,1,76.03
quinidine,hERG,5,10,129.83
quinidine,hERG,5,0.1,-11.01
quinidine,hERG,5,0.3,-2.36
quinidine,hERG,5,1,74
quinidine,hERG,5,10,137.17
quinidine,hERG,6,0.1,14.57489879
quinidine,hERG,6,0.1,8.33819242
quinidine,hERG,6,0.1,16.27647715
quinidine,hERG,6,0.1,11.77489177
quinidine,hERG,6,0.3,35.42510121
quinidine,hERG,6,0.3,24.72303207
quinidine,hERG,6,0.3,34.33667781
quinidine,hERG,6,0.3,30.3030303
quinidine,hERG,6,1,66.29554656
quinidine,hERG,6,1,50.37900875
quinidine,hERG,6,1,58.63991081
quinidine,hERG,6,1,65.8008658
quinidine,hERG,6,10,94.12955466
quinidine,hERG,6,10,94.05247813
quinidine,hERG,6,10,88.4057971
quinidine,hERG,6,10,93.16017316
quinidine,hERG,7,0.1,7.5
quinidine,hERG,7,0.3,6.77
quinidine,hERG,7,1,31.52
quinidine,hERG,7,10,90.36
quinidine,hERG,7,0.1,15.44
quinidine,hERG,7,0.3,30.9
quinidine,hERG,7,1,45.94
quinidine,hERG,7,10,92.3
quinidine,hERG,7,0.1,13.58
quinidine,hERG,7,0.3,19.95
quinidine,hERG,7,1,34.06
quinidine,hERG,7,10,85.35
quinidine,hERG,8,0.1,1.4456
quinidine,hERG,8,0.1,6.4402
quinidine,hERG,8,0.1,10.179
quinidine,hERG,8,0.1,5.7519
quinidine,hERG,8,0.1,5.8647
quinidine,hERG,8,0.1,7.3205
quinidine,hERG,8,0.1,6.326
quinidine,hERG,8,0.3,12.764
quinidine,hERG,8,0.3,26.518
quinidine,hERG,8,0.3,23.334
quinidine,hERG,8,0.3,21.027
quinidine,hERG,8,0.3,19.836
quinidine,hERG,8,0.3,21.164
quinidine,hERG,8,0.3,19.497
quinidine,hERG,8,1,42.286
quinidine,hERG,8,1,52.522
quinidine,hERG,8,1,49.091
quinidine,hERG,8,1,47.693
quinidine,hERG,8,1,48.5
quinidine,hERG,8,1,48.711
quinidine,hERG,8,1,45.037
quinidine,hERG,8,10,94.69
quinidine,hERG,8,10,99.8
quinidine,hERG,8,10,94.361
quinidine,hERG,8,10,94.824
quinidine,hERG,8,10,93.642
quinidine,hERG,8,10,90.92
